hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resoort Hotel,0,342.0,2015.0,July,27.0,1.0,0.0,0.0,2.0,1.0,0,Bb,,Direct,DIRECT,0,0.0,0.0,C,C,3.0,No Deposit,14.0,179.0,0.0,Transient,0.0,0.0,0.0,Check-Out,2015-01-07
Resort Hotel,0,737.0,2015.0,July,27.0,1.0,0.0,543.0,2.0,1.0,0,Bb,PRT,Direct,DIRECT,0,0.0,0.0,C,C,4.0,No Deposit,250.0,179.0,0.0,Transient,0.0,0.0,0.0,Check-Out,
Resort Hotel,0,7.0,2015.0,July,27.0,1.0,0.0,1.0,1.0,1.0,0,Bb,GB,Direct,DIRECT,0,0.0,0.0,A,C,0.0,No Deposit,14.0,179.0,0.0,Transient,75.0,0.0,0.0,Check-Out,
Resort Hotel,0,13.0,2015.0,July,27.0,1.0,0.0,1.0,1.0,1.0,0,Bb,GB,Corporate,CORPORATE,0,0.0,0.0,A,A,0.0,No Deposit,304.0,179.0,0.0,Transient,75.0,0.0,0.0,Check-Out,
Resort Hotel,0,14.0,2015.0,July,27.0,1.0,0.0,2.0,2.0,1.0,0,Bb,GB,Online Ta,TA TO,0,0.0,0.0,A,A,0.0,No Deposit,9.0,179.0,0.0,Transient,98.0,0.0,1.0,Check-Out,
Resort Hotel,0,14.0,2015.0,July,27.0,1.0,0.0,2.0,2.0,1.0,0,Bb,GB,Online Ta,TA TO,0,0.0,0.0,A,A,0.0,No Deposit,9.0,179.0,0.0,Transient,98.0,0.0,1.0,Check-Out,
Resort Hotel,0,16.0,2015.0,July,27.0,1.0,0.0,2.0,2.0,1.0,0,Bb,PRT,Direct,DIRECT,0,0.0,0.0,C,C,0.0,No Deposit,250.0,179.0,0.0,Transient,107.0,0.0,0.0,Check-Out,
Resort Hotel,0,9.0,2015.0,July,27.0,1.0,0.0,2.0,2.0,1.0,0,,PRT,Direct,DIRECT,0,0.0,0.0,C,C,0.0,No Deposit,303.0,179.0,0.0,Transient,103.0,0.0,1.0,Check-Out,
Resort Hotel,1,85.0,2015.0,July,27.0,1.0,0.0,3.0,2.0,1.0,0,Bb,PRT,Online Ta,TA TO,0,0.0,0.0,A,A,0.0,No Deposit,240.0,179.0,0.0,Transient,82.0,0.0,1.0,Canceled,
Resort Hotel,1,75.0,2015.0,July,27.0,1.0,0.0,3.0,2.0,1.0,0,Hb,PRT,Offline Ta/to,TA TO,0,0.0,0.0,D,D,0.0,No Deposit,15.0,179.0,0.0,Transient,105.5,0.0,0.0,Canceled,
Resort Hotel,1,23.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Bb,PRT,Online Ta,TA TO,0,0.0,0.0,E,E,0.0,No Deposit,240.0,179.0,0.0,Transient,123.0,0.0,0.0,Canceled,
Resort Hotel,0,35.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Hb,PRT,Online Ta,TA TO,0,0.0,0.0,D,D,0.0,No Deposit,240.0,179.0,0.0,Transient,145.0,0.0,0.0,Check-Out,
Resort Hotel,0,68.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Bb,usa,Online Ta,TA TO,0,0.0,0.0,D,E,0.0,No Deposit,240.0,179.0,0.0,Transient,97.0,0.0,3.0,Check-Out,
Resort Hotel,0,18.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Hb,ESP,,TA TO,0,0.0,0.0,G,G,1.0,No Deposit,241.0,179.0,0.0,Transient,154.77,0.0,1.0,Check-Out,
Resort Hotel,0,37.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Bb,PRT,Online Ta,TA TO,0,0.0,0.0,E,E,0.0,No Deposit,240.0,179.0,0.0,Transient,94.71,0.0,0.0,Check-Out,
Resort Hotel,0,68.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Bb,irl,Online Ta,TA TO,0,0.0,0.0,D,E,0.0,No Deposit,240.0,179.0,0.0,Transient,97.0,0.0,3.0,Check-Out,
Resort Hotel,0,37.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Bb,PRT,Offline Ta/to,TA TO,0,0.0,0.0,E,E,0.0,No Deposit,8.0,179.0,0.0,Contract,97.5,0.0,0.0,Check-Out,
Resort Hotel,0,12.0,2015.0,July,27.0,1.0,0.0,1.0,2.0,1.0,0,Bb,irl,Online Ta,TA TO,0,0.0,0.0,A,E,0.0,No Deposit,240.0,179.0,0.0,Transient,88.2,0.0,0.0,Check-Out,
Resort Hotel,0,0.0,2015.0,July,27.0,1.0,0.0,1.0,2.0,1.0,0,Bb,FRA,Corporate,CORPORATE,0,0.0,0.0,A,G,0.0,No Deposit,159.0,110.0,0.0,Transient,107.42,0.0,0.0,Check-Out,
Resort Hotel,0,7.0,2015.0,July,27.0,1.0,0.0,4.0,2.0,1.0,0,Bb,GB,Direct,DIRECT,0,0.0,0.0,G,G,0.0,No Deposit,250.0,179.0,0.0,Transient,153.0,0.0,1.0,Check-Out,
Resort Hotel,0,58.0,2015.0,July,27.0,1.0,1.0,4.0,1.0,1.0,0,,GB,Online Ta,TA TO,0,0.0,0.0,F,F,0.0,No Deposit,241.0,179.0,0.0,Transient,97.29,0.0,1.0,Check-Out,
Resort Hotel,0,72.0,2015.0,July,27.0,1.0,2.0,4.0,2.0,1.0,0,Bb,PRT,Direct,DIRECT,0,0.0,0.0,A,A,1.0,No Deposit,250.0,179.0,0.0,Transient,84.67,0.0,1.0,Check-Out,
Resort Hotel,0,72.0,2015.0,July,27.0,1.0,2.0,4.0,2.0,1.0,0,Bb,PRT,Direct,DIRECT,0,0.0,0.0,A,A,1.0,No Deposit,250.0,179.0,0.0,Transient,84.67,0.0,1.0,Check-Out,
Resort Hotel,0,72.0,2015.0,July,27.0,1.0,2.0,4.0,2.0,1.0,0,Bb,PRT,Direct,DIRECT,0,0.0,0.0,D,D,1.0,No Deposit,250.0,179.0,0.0,Transient,99.67,0.0,1.0,Check-Out,
Resort Hotel,0,127.0,2015.0,July,27.0,1.0,2.0,5.0,2.0,1.0,0,Hb,GB,Offline Ta/to,TA TO,0,0.0,0.0,D,I,0.0,No Deposit,115.0,179.0,0.0,Contract,94.95,0.0,1.0,Check-Out,
Resort Hotel,0,78.0,2015.0,July,27.0,1.0,2.0,5.0,2.0,1.0,0,Bb,PRT,Offline Ta/to,TA TO,0,0.0,0.0,D,D,0.0,No Deposit,5.0,179.0,0.0,Transient,63.6,1.0,0.0,Check-Out,
Resort Hotel,0,109.0,2015.0,July,27.0,1.0,2.0,5.0,2.0,1.0,0,Bb,irl,Offline Ta/to,TA TO,0,0.0,0.0,D,D,0.0,No Deposit,8.0,179.0,0.0,Contract,79.5,0.0,0.0,Check-Out,
Resort Hotel,1,60.0,2015.0,July,27.0,1.0,2.0,5.0,2.0,1.0,0,Bb,PRT,Online Ta,TA TO,0,0.0,0.0,E,E,0.0,No Deposit,240.0,179.0,0.0,Transient,107.0,0.0,2.0,Canceled,
Resort Hotel,0,77.0,2015.0,July,27.0,1.0,2.0,5.0,2.0,1.0,0,Bb,PRT,Online Ta,TA TO,0,0.0,0.0,A,A,0.0,No Deposit,240.0,179.0,0.0,Transient,94.0,0.0,0.0,Check-Out,
Resort Hotel,0,99.0,2015.0,July,27.0,1.0,2.0,5.0,2.0,1.0,0,Bb,PRT,Online Ta,TA TO,0,0.0,0.0,D,D,0.0,No Deposit,240.0,179.0,0.0,Transient,87.3,1.0,1.0,Check-Out,
Resort Hotel,0,118.0,2015.0,July,27.0,1.0,4.0,10.0,2.0,1.0,0,Bb,,Direct,DIRECT,0,0.0,0.0,A,A,2.0,No Deposit,9.0,179.0,6005.0,Transient,62.0,0.0,2.0,Check-Out,
Resort Hotel,0,95.0,2015.0,July,27.0,1.0,4.0,11.0,2.0,1.0,0,Bb,GB,Offline Ta/to,TA TO,0,0.0,0.0,D,D,0.0,No Deposit,241.0,179.0,0.0,Transient,63.86,0.0,0.0,Check-Out,
Resort Hotel,1,96.0,2015.0,July,27.0,1.0,2.0,8.0,2.0,1.0,0,Bb,PRT,Direct,DIRECT,0,0.0,0.0,E,E,0.0,No Deposit,250.0,179.0,0.0,Transient,108.3,0.0,2.0,Canceled,
