index,provider_number,name,address_1,address_2,address_3,city,state,zip,county,phone,type,owner,emergency_service,condition,measure_code,measure_name,score,sample,state_average
1.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100 %,0 patients,al_scip-card-2
2.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100 %,0 patients,al_scip-inf-1
3.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100 %,0 patients,al_scip-inf-2
4.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100 %,0 patients,al_scip-inf-3
5.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100 %,0 patients,al_scip-inf-4
6.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100 %,0 patients,al_scip-inf-6
7.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100 %,0 patients,al_scip-vte-1
8.0,10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100 %,0 patients,al_scip-vte-2
9.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97 %,33 patients,al_ami-1
10.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92 %,13 patients,al_ami-2
11.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75 %,4 patients,al_ami-3
12.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100 %,4 patients,al_ami-4
13.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,86 %,14 patients,al_ami-5
14.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100 %,0 patients,al_ami-7a
15.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,100 %,0 patients,al_ami-8a
16.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80 %,114 patients,al_hf-1
17.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99 %,149 patients,al_hf-2
18.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92 %,3 patients,al_hf-3
19.0,10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100 %,41 patients,al_hf-4
20.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98 %,270 patients,al_ami-1
21.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99 %,516 patients,al_ami-2
22.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96 %,71 patients,al_ami-3
23.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100 %,244 patients,al_ami-4
24.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99 %,441 patients,al_ami-5
25.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100 %,0 patients,al_ami-7a
26.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72 %,40 patients,al_ami-8a
27.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78 %,455 patients,al_hf-1
28.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99 %,514 patients,al_hf-2
29.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91 %,165 patients,al_hf-3
30.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100 %,110 patients,al_hf-4
31.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93 %,191 patients,al_pn-2
32.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89 %,125 patients,al_pn-3b
33.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99 %,107 patients,al_pn-4
34.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92 %,196 patients,al_pn-5c
35.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80 %,147 patients,al_pn-6
36.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84 %,160 patients,al_pn-7
37.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72 %,79 patients,al_scip-card-2
38.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94 %,399 patients,al_scip-inf-1
39.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98 %,405 patients,al_scip-inf-2
40.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88 %,385 patients,al_scip-inf-3
41.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96 %,136 patients,al_scip-inf-4
42.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90 %,537 patients,al_scip-inf-6
43.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86 %,185 patients,al_scip-vte-1
44.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83 %,184 patients,al_scip-vte-2
45.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80 %,20 patients,al_ami-1
46.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,60 %,5 patients,al_ami-2
47.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100 %,2 patients,al_ami-3
48.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100 %,0 patients,al_ami-4
49.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100 %,5 patients,al_ami-5
50.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100 %,0 patients,al_ami-7a
51.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,100 %,0 patients,al_ami-8a
52.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78 %,110 patients,al_hf-1
53.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99 %,160 patients,al_hf-2
54.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90 %,69 patients,al_hf-3
55.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94 %,34 patients,al_hf-4
56.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97 %,172 patients,al_pn-2
57.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97 %,120 patients,al_pn-xb
58.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97 %,98 patients,al_pn-4
59.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96 %,211 patients,al_pn-5c
60.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92 %,175 patients,al_pn-6
61.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81 %,118 patients,al_pn-7
62.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36 %,14 patients,al_scip-card-2
63.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96 %,168 patients,al_scip-inf-1
64.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93 %,167 patients,al_scip-inf-2
65.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95 %,158 patients,al_scip-inf-3
66.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100 %,0 patients,al_scip-inf-4
67.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100 %,237 patients,al_scip-inf-6
68.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78 %,76 patients,al_scip-vte-1
69.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74 %,76 patients,al_scip-vte-2
70.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97 %,159 patients,al_amx-1
71.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96 %,247 patients,al_ami-2
72.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93 %,43 patients,al_ami-3
73.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100 %,103 patients,al_ami-4
74.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96 %,227 patients,al_ami-5
